0,828 1,108402E-11 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216291 -0,207
0,8799999 -0,2216289 -0,207
0,8799999 -0,2216287 -0,207
0,8799997 -0,2216293 -0,207
0,8799997 -0,2216301 -0,207
0,8799999 -0,2216304 -0,207
0,8799999 -0,2216311 -0,207
0,8799999 -0,2216315 -0,207
0,8799997 -0,2216322 -0,207
0,8799997 -0,2216324 -0,207
0,8799999 -0,2216329 -0,207
0,8799999 -0,2216334 -0,207
0,8799998 -0,221634 -0,207
0,88 -0,2216347 -0,207
0,8799998 -0,2216353 -0,207
0,8799997 -0,2216355 -0,207
0,8799998 -0,2216357 -0,207
0,88 -0,2216362 -0,207
0,8799993 -0,2216368 -0,207
0,8799998 -0,221637 -0,207
0,8799998 -0,2216371 -0,207
0,8799993 -0,2216381 -0,207
0,8799999 -0,2216386 -0,207
0,8799998 -0,2216388 -0,207
0,8799993 -0,2216383 -0,207
0,8799998 -0,2216383 -0,207
0,8799999 -0,2216382 -0,207
0,88 -0,221638 -0,207
0,8799999 -0,2216377 -0,207
0,8799999 -0,2216376 -0,207
0,8799999 -0,2216374 -0,207
0,8799999 -0,2216362 -0,207
0,8799997 -0,2216342 -0,207
0,8799998 -0,2216326 -0,207
0,8799992 -0,221632 -0,207
0,8799999 -0,2216312 -0,207
0,8799999 -0,2216306 -0,207
0,8799999 -0,22163 -0,207
0,8799999 -0,22163 -0,207
0,8799999 -0,2216296 -0,207
0,8799989 -0,2216275 -0,207
0,8799993 -0,2216262 -0,207
0,8799517 -0,2216302 -0,207
0,8799767 -0,2216277 -0,207
0,8799788 -0,2216286 -0,207
0,8799818 -0,2216274 -0,207
0,8799789 -0,2216327 -0,207
0,8799787 -0,2216347 -0,207
0,8799793 -0,2216336 -0,207
0,8799788 -0,2216332 -0,207
0,8799793 -0,2216326 -0,207
0,8799796 -0,2216325 -0,207
0,8799792 -0,2216346 -0,207
0,8799856 -0,2216416 -0,207
0,8799857 -0,2216513 -0,207
0,8799824 -0,2216599 -0,207
0,8799825 -0,2216644 -0,207
0,8799852 -0,2216701 -0,207
0,8799826 -0,2216751 -0,207
0,8799819 -0,2216789 -0,207
0,8799859 -0,2216831 -0,207
0,8799857 -0,2216861 -0,207
0,8799816 -0,2216904 -0,207
0,879982 -0,2216953 -0,207
0,879982 -0,2216992 -0,207
0,8799788 -0,221698 -0,207
0,8799787 -0,2216951 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799806 -0,2216937 -0,207
0,8799657 -0,2216938 -0,207
0,8799993 -0,2217002 -0,207
0,8799995 -0,2217026 -0,207
0,8799999 -0,2217012 -0,207
0,8799996 -0,2217003 -0,207
0,8799999 -0,2216996 -0,207
0,8799999 -0,2216989 -0,207
0,8799997 -0,2216983 -0,207
0,8799997 -0,2216976 -0,207
0,8799997 -0,2216971 -0,207
0,8799996 -0,2216964 -0,207
0,8799999 -0,2216958 -0,207
0,8799997 -0,2216951 -0,207
0,8799997 -0,2216947 -0,207
0,8799997 -0,221694 -0,207
0,8799999 -0,2216933 -0,207
0,8799997 -0,2216926 -0,207
0,8799999 -0,221692 -0,207
0,8799999 -0,2216915 -0,207
0,8799999 -0,2216908 -0,207
0,8799997 -0,2216901 -0,207
0,8799999 -0,2216895 -0,207
0,8799999 -0,2216891 -0,207
0,8799999 -0,2216884 -0,207
0,8799996 -0,2216876 -0,207
0,8799999 -0,221687 -0,207
0,8799999 -0,2216864 -0,207
0,8799999 -0,221686 -0,207
0,8799999 -0,2216853 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8799999 -0,2216851 -0,207
0,8822043 -0,2214173 -0,207
0,8905289 -0,2198413 -0,207
0,9035341 -0,217102 -0,207
0,9150984 -0,2151391 -0,207
0,9229949 -0,213009 -0,207
0,9278291 -0,2109652 -0,207
0,9328084 -0,2080677 -0,207
0,938808 -0,2032189 -0,207
0,9459832 -0,1949013 -0,207
0,9534934 -0,1853215 -0,207
0,9608241 -0,1751589 -0,207
0,9686369 -0,1630311 -0,207
0,9776862 -0,1474201 -0,207
0,9861837 -0,1307137 -0,207
0,9927762 -0,1149516 -0,207
0,9973573 -0,10087 -0,207
0,9997014 -0,08872434 -0,207
1,000689 -0,07571694 -0,207
1,00065 -0,06094512 -0,207
0,9991546 -0,0411956 -0,207
0,9977674 -0,01880965 -0,207
0,9970738 0,005829245 -0,207
0,9959156 0,0304065 -0,207
0,9958635 0,05053249 -0,207
0,9957325 0,06468859 -0,207
0,9952459 0,07374004 -0,207
0,9942005 0,07940522 -0,207
0,9931297 0,08420721 -0,207
0,9923602 0,09056798 -0,207
0,992039 0,1021864 -0,207
0,9924076 0,1163409 -0,207
0,9932951 0,1296284 -0,207
0,9937581 0,1399339 -0,207
0,9937883 0,1483217 -0,207
0,9936249 0,1555956 -0,207
0,992891 0,1639916 -0,207
0,9911339 0,1758235 -0,207
0,9881455 0,190853 -0,207
0,9848216 0,2054169 -0,207
0,9814175 0,2179079 -0,207
0,9773139 0,2290019 -0,207
0,9727558 0,2382 -0,207
0,9688116 0,244326 -0,207
0,9652458 0,2499175 -0,207
0,9621018 0,2555228 -0,207
0,9587606 0,2616132 -0,207
0,9555087 0,2671012 -0,207
0,95215 0,2719051 -0,207
0,9489998 0,2751786 -0,207
0,9463151 0,2769155 -0,207
0,9442495 0,2779726 -0,207
0,9422361 0,2790704 -0,207
0,9397149 0,2805505 -0,207
0,9372222 0,2818083 -0,207
0,9354773 0,2825154 -0,207
0,9339372 0,2829871 -0,207
0,9325093 0,2832783 -0,207
0,9310995 0,2835762 -0,207
0,9299465 0,283889 -0,207
0,928871 0,2842108 -0,207
0,927864 0,2844918 -0,207
0,9268597 0,2846774 -0,207
0,9258283 0,2846678 -0,207
0,9245754 0,2842528 -0,207
0,9231169 0,283386 -0,207
0,9216819 0,2824169 -0,207
0,9203991 0,2816881 -0,207
0,918958 0,2809098 -0,207
0,9173704 0,2800256 -0,207
0,9154737 0,2788179 -0,207
0,9136513 0,2774834 -0,207
0,9119501 0,27594 -0,207
0,910348 0,2741529 -0,207
0,9087645 0,272139 -0,207
0,9075613 0,2708659 -0,207
0,9065486 0,2699377 -0,207
0,9054514 0,2691136 -0,207
0,9042731 0,2682075 -0,207
0,9030572 0,2671404 -0,207
0,9017556 0,2659272 -0,207
0,9005951 0,2648984 -0,207
0,8995436 0,2641113 -0,207
0,8987512 0,2636215 -0,207
0,8981742 0,2632712 -0,207
0,8976641 0,262897 -0,207
0,8971965 0,262424 -0,207
0,8966354 0,2616926 -0,207
0,8959576 0,2606734 -0,207
0,8954048 0,2598734 -0,207
0,8949711 0,2592825 -0,207
0,8946708 0,2589401 -0,207
0,8944345 0,2587968 -0,207
0,8942662 0,258726 -0,207
0,894057 0,2586401 -0,207
0,8938421 0,2585048 -0,207
0,8935397 0,258251 -0,207
0,893195 0,25799 -0,207
0,8929024 0,2578731 -0,207
0,8914309 0,2578731 -0,207
0,8877521 0,2578731 -0,207
0,8818661 0,2578731 -0,207
0,8737729 0,2578731 -0,207
0,8671511 0,2578731 -0,207
0,8553791 0,2578731 -0,207
0,8413998 0,2578731 -0,207
0,8294508 0,257873 -0,207
0,8291141 0,2578729 -0,207
0,8291001 0,2578729 -0,207
0,8291001 0,2578729 -0,207
0,8291001 0,2578729 -0,207
0,8291001 0,2578729 -0,207
0,8291001 0,2578729 -0,207
0,8291001 0,2578729 -0,207
